autoc,contr,corrm,corrp,cprom,cshad,dissi,energ,entro,homom,homop,maxpr,sosvh,savgh,svarh,senth,dvarh,denth,inf1h,inf2h,indnc,idmnc
18.1383361594629,0.113705574973181,0.983355830973217,0.983355830973216,337.984089227358,26.821501834925,0.113688272138976,0.16612743928512,2.13131277453256,0.943158747736213,0.943157594213932,0.297522234141952,18.0752955895211,7.68879987541959,45.3180714322287,2.05243005578779,0.113705574973181,0.354230681541032,-0.767041260335388,0.964094749892026,0.987368162016049,0.998250706949962
11.0262013481192,0.189171559034573,0.948541712968725,0.948541712968725,92.5563168915537,5.94545465570514,0.188193085453359,0.167258938857682,2.14079181907974,0.906066536203522,0.906001304631441,0.308382257012394,11.025820352845,6.09349858664927,23.8605435052766,2.0072666329709,0.189171559034573,0.486275786733108,-0.632844872719132,0.928544132789096,0.979100529100529,0.997090996567226
23.988194631475,0.140093365652213,0.97567897555492,0.975678975554915,233.234116242586,8.6495161490764,0.137602118682108,0.143320312579021,2.23224013825961,0.931602926654098,0.931448065355957,0.209567734985187,23.91467380498,9.20394559655265,61.4244948840346,2.12975041004675,0.140093365652213,0.405231821384544,-0.732596158533647,0.961390332738658,0.984738284179437,0.997848414750964
22.9399057738573,0.191659983961508,0.921050091016674,0.921050091016676,47.1914871525284,-3.65083447074827,0.191091954022988,0.174876146689728,2.03313615467648,0.904548694644925,0.904510825982358,0.26481889869019,22.8899988226953,9.34278936113339,60.0790670772112,1.89863077575063,0.191659983961508,0.489525105777934,-0.596503912718557,0.906862396119002,0.978773872107874,0.997052155943495
16.2290322580645,0.131592421915003,0.91301132973526,0.913011329735265,12.7888353845761,0.289514921803939,0.131592421915003,0.259726278764483,1.57460599264705,0.934203789042499,0.934203789042499,0.330824372759857,16.1718887258785,7.88376856118792,43.858721073898,1.48339307641361,0.131592421915003,0.389402662903915,-0.627864292031147,0.873678579208691,0.985378619787222,0.997975501201308
16.1706873008648,0.174163114991517,0.927855788171172,0.927855788171166,40.4036184617388,-0.293941268153446,0.17408035751231,0.193720710259841,1.9667936835278,0.912973614157046,0.912968096991766,0.28985807092316,16.1367778177467,7.75905159928829,39.6211083810982,1.84575490598213,0.174163114991517,0.462619728768627,-0.623588577502437,0.911986945241569,0.980658657581735,0.997320679802138
24.2068087599135,0.123941059841384,0.974329110506691,0.974329110506697,168.635616328993,3.8524604096693,0.123850937274694,0.146114589650617,2.15997738506155,0.938089551790435,0.938083543619322,0.225002253064167,24.1229326376059,9.34981074260995,62.4733207794936,2.07374686145671,0.123941059841384,0.374841835254128,-0.747084734159064,0.961204424472141,0.986239786109109,0.998093336802305
19.7009778692743,0.129921513124035,0.946807339404894,0.946807339404894,49.0459036676311,-0.881233381415395,0.129792846114256,0.187152334862962,1.93098011860045,0.935125021444502,0.93511644364385,0.265890375707669,19.631609136765,8.61271230056613,50.6188537446636,1.84042805322643,0.129921513124035,0.386424132739995,-0.694311500841007,0.933665778773895,0.985580002287414,0.998001382151499
15.5366113239676,0.156183482332908,0.923274450056906,0.923274450056902,29.9737491436389,-2.17355475856934,0.155970625798212,0.206259141719228,1.83582309749912,0.92205016319001,0.922035972754364,0.293901660280971,15.4955538136242,7.64117709663687,38.8940630413982,1.72687057047824,0.156183482332908,0.433629867739153,-0.632518944881922,0.90388310811154,0.982672295539473,0.997597466140401
20.2868804664723,0.0871095376926281,0.957865123965873,0.957865123965869,44.39014108941,-2.05745616247121,0.0871095376926281,0.23964945515899,1.73735847604385,0.956445231153686,0.956445231153686,0.365222823823407,20.1934042171556,8.78561016243232,54.5803260978324,1.67697874559232,0.0871095376926281,0.295798842425595,-0.759732920741649,0.938605009020139,0.990321162478597,0.998659853266267
15.1879652605459,0.189081885856079,0.913701220150991,0.913701220150989,31.4384284246849,-1.37079327319655,0.188833746898263,0.188182628425765,1.9254268812659,0.905624483043838,0.90560794044665,0.282816377171216,15.1650452417416,7.53312655086849,37.1364053670542,1.79348735746841,0.189081885856079,0.485379666299622,-0.592525716906295,0.895728289294998,0.979021229666391,0.997091384750121
22.521973016355,0.170043237458968,0.852817062374958,0.852817062374948,10.2766424403225,0.918585375747645,0.166370222549998,0.262083180972854,1.63349525551961,0.917427057876496,0.917182190215898,0.34682515581392,22.4605655926951,9.38708371292641,64.2409567400377,1.50670541803175,0.170043237458968,0.457193700866203,-0.538572348208441,0.836658996390112,0.981555230993433,0.997388936186028
